1 540.000000 100 0 100 30
3 99.818390 100 3 100 29
3 84.105911 90 1 90 29
3 84.100281 90 3 80 29
3 84.100281 80 3 80 28
3 84.100281 80 3 70 28
3 84.100281 70 3 70 28
3 84.100281 70 3 60 28
3 84.100281 60 3 60 28
3 84.100281 60 3 50 28
3 84.100281 50 3 50 27
3 84.100281 40 3 40 27
3 84.100281 40 3 40 27
3 84.100281 30 0 30 27
3 84.100281 30 3 30 26
3 84.100281 20 0 20 26
3 84.100281 20 3 20 26
3 84.100281 10 0 10 26
3 84.100281 10 3 10 26
1 540.000000 100 0 100 29
3 155.262726 100 0 100 29
3 116.505096 100 0 100 28
3 116.505096 100 0 100 28
3 116.505096 100 0 100 28
1 116.505096 100 0 100 28
3 105.249512 100 0 100 27
3 98.912369 100 0 100 27
1 98.912369 100 0 90 27
0 84.042648 100 0 90 27
3 84.042648 100 0 90 27
3 84.042648 100 0 90 27
1 84.042648 100 0 80 27
0 84.042648 100 0 80 27
3 84.004288 100 0 80 26
3 84.004288 100 0 80 26
3 84.004288 100 0 70 26
3 84.004288 100 0 70 26
3 84.004288 100 0 60 25
3 84.004288 100 0 60 25
3 84.004288 100 0 50 25
3 84.004288 100 0 50 25
3 84.004288 100 0 40 24
3 84.004288 100 0 40 24
3 84.004288 100 0 30 24
3 84.004288 100 0 30 24
3 84.004288 100 0 20 23
3 84.004288 100 0 20 23
3 84.004288 100 0 10 23
3 84.004288 100 0 10 23
3 107.436371 100 3 100 28
3 107.009689 90 1 100 28
3 84.121597 90 3 50 27
3 84.121597 90 3 50 27
1 84.100143 80 0 40 27
0 84.100143 80 0 40 27
3 84.100143 80 0 40 27
3 84.100143 80 3 40 27
3 84.100143 70 0 30 27
3 84.100143 70 3 30 26
3 84.100143 70 3 20 26
3 84.100143 60 3 20 26
3 84.100143 60 3 10 26
3 84.100143 50 0 10 26
1 450.380676 100 1 100 30
3 108.120163 100 1 100 29
3 84.100395 100 3 90 29
1 84.100395 100 3 80 29
0 84.100395 100 3 80 29
3 84.100395 90 0 80 29
3 84.100395 90 3 80 29
1 84.100395 80 3 70 28
0 84.100395 80 3 70 28
3 84.100395 80 0 70 28
3 84.100395 70 3 60 28
1 84.100395 70 3 50 28
0 84.100395 70 3 50 28
3 84.100395 70 3 50 28
3 84.100395 60 3 50 28
1 84.100395 60 3 40 28
0 84.100395 60 3 40 28
3 84.100395 60 3 40 28
3 84.100395 50 0 40 27
1 84.100395 50 3 30 27
0 84.100395 50 3 30 27
3 84.100395 50 3 30 27
3 84.100395 30 3 20 27
1 84.100395 30 3 10 27
0 84.100395 30 3 10 27
3 84.100395 30 3 10 27
3 84.100395 20 0 10 26
1 540.000000 100 0 100 30
0 84.342834 100 3 100 29
3 84.342834 100 3 100 29
3 84.342834 100 3 100 29
1 84.342834 90 0 90 29
0 84.039589 90 0 90 29
3 84.006203 90 3 90 29
3 84.006203 90 3 90 28
3 84.006203 80 3 80 28
3 84.006203 80 3 80 28
3 84.006203 70 0 70 28
3 84.006203 70 0 70 28
3 84.006203 70 3 60 27
3 84.006203 60 0 60 27
3 84.006203 60 3 50 27
3 84.006203 60 3 50 27
3 84.006203 50 0 40 27
3 84.006203 50 0 40 26
3 84.006203 50 0 30 26
3 84.006203 50 0 30 26
3 84.006203 50 0 20 26
3 84.006203 50 0 20 26
3 84.006203 50 0 10 25
3 84.006203 50 0 10 25
1 539.146545 100 1 100 30
0 489.264709 100 1 100 29
2 395.640533 100 1 100 29
1 291.378662 100 1 100 29
3 150.887558 100 1 100 29
3 84.100693 80 3 80 29
1 84.100693 80 3 70 29
0 84.100143 70 3 70 29
3 84.100143 70 0 70 28
3 84.100143 70 3 70 28
3 84.100143 60 0 60 28
3 84.100143 60 0 60 28
3 84.100143 60 3 50 28
3 84.100143 50 0 50 27
3 84.100143 50 3 40 27
3 84.100143 50 3 40 27
3 84.100143 40 0 30 27
3 84.100143 40 0 20 27
3 84.100143 40 3 10 27
3 84.100143 30 3 10 26
1 532.176636 100 1 100 30
3 144.301651 100 1 100 29
3 84.096085 100 0 100 29
3 84.096085 90 3 90 29
3 84.096085 90 3 90 29
3 84.096085 80 0 90 29
3 84.096085 80 3 80 29
3 84.096085 80 3 80 29
3 84.096085 50 3 70 28
3 84.096085 50 3 50 28
3 84.096085 50 3 50 28
3 84.096085 30 3 30 28
3 84.096085 30 3 20 28
3 84.096085 20 3 20 28
3 84.096085 20 3 20 27
3 84.096085 20 3 10 27
3 84.096085 10 3 10 27
1 540.000000 100 0 100 30
0 84.015404 100 3 100 29
3 84.015404 100 3 100 29
3 84.015404 90 0 90 29
3 84.015404 90 3 70 29
3 84.015404 70 3 60 29
3 84.015404 70 3 50 28
3 84.015404 60 3 50 28
3 84.015404 60 3 40 28
3 84.015404 50 3 40 28
3 84.015404 40 0 30 27
3 84.015404 40 3 30 27
3 84.015404 30 0 20 27
3 84.015404 30 3 20 27
3 84.015404 20 3 10 26
3 84.015404 10 0 10 26
1 430.390442 100 1 100 30
3 292.266144 100 1 100 30
3 163.675293 100 1 100 29
1 91.263641 100 3 90 29
0 84.100174 100 3 90 29
